izvor,sekcija,kljuc,sr,en,ru,hr,hu
"interfejs","registracija","registracija.greska_email","Unesite ispravnu email adresu.","Enter a valid email address.","Введите корректный email.","Unesite ispravnu e-mail adresu.","Adjon meg érvényes email címet."
"interfejs","registracija","registracija.greska_pseudonim_duljina","Pseudonim mora imati najmanje 3 karaktera.","Pseudonym must be at least 3 characters.","Псевдоним должен содержать не менее 3 символов.","Pseudonim mora imati najmanje 3 znaka.","Az álnévnek legalább 3 karakterből kell állnia."
"interfejs","registracija","registracija.greska_pseudonim_zauzet","Ovaj pseudonim je zauzet.","This pseudonym is taken.","Этот псевдоним занят.","Ovaj pseudonim je zauzet.","Ez az álnév már foglalt."
"interfejs","registracija","registracija.greska_lozinka_duljina","Lozinka mora imati najmanje 8 karaktera.","Password must be at least 8 characters.","Пароль должен содержать не менее 8 символов.","Lozinka mora imati najmanje 8 znakova.","A jelszónak legalább 8 karakterből kell állnia."
"interfejs","registracija","registracija.greska_uslovi","Morate prihvatiti uslove i politiku privatnosti.","You must accept the terms and privacy policy.","Необходимо принять условия и политику конфиденциальности.","Morate prihvatiti uvjete korištenja i politiku privatnosti.","El kell fogadnia a feltételeket és az adatvédelmi szabályzatot."
"interfejs","registracija","registracija.greska_registracija","Greška pri registraciji.","Registration error.","Ошибка при регистрации.","Greška pri registraciji.","Regisztrációs hiba."
"interfejs","registracija","registracija.prikazi_lozinku","Prikaži lozinku","Show password","Показать пароль","Prikaži lozinku","Jelszó megjelenítése"
"interfejs","registracija","registracija.sakrij_lozinku","Sakrij lozinku","Hide password","Скрыть пароль","Sakrij lozinku","Jelszó elrejtése"
"interfejs","sistem","sistem.dobrodoslice","Dobrodošli, <ime>{pseudonim}</ime>","Welcome, <ime>{pseudonim}</ime>","Добро пожаловать, <ime>{pseudonim}</ime>","Dobro došli, <ime>{pseudonim}</ime>","Üdvözöljük, <ime>{pseudonim}</ime>"
"interfejs","sistem","sistem.nalog_nije_verifikovan_naslov","Još te niko nije potvrdio","Account not confirmed","Учётная запись ещё не подтверждена","Račun još nije potvrđen","A fiók nincs ellenőrizve"
"interfejs","sistem","sistem.nalog_nije_verifikovan_opis","Potvrda ti otključava pun pristup — Pijacu, poruke i učešće u zajednici. Pri potvrdi se u tvom zapisu evidentira i prvih {iznos} doprinosa.","Confirm your identity and receive {iznos} bonus.","Подтверждение открывает полный доступ — Рынок, сообщения и участие в сообществе. При подтверждении в вашем учёте записываются и первые {iznos} вклада.","Potvrda ti otključava pun pristup — Pijacu, poruke i sudjelovanje u zajednici. Pri potvrdi se u tvom zapisu evidentira i prvih {iznos} doprinosa.","Ellenőrizze személyazonosságát és kapjon {iznos} bónuszt."
"interfejs","sistem","sistem.verifikuj_dugme","Zamoli za potvrdu →","Request confirmation →","Запросить подтверждение →","Zatraži potvrdu →","Ellenőrzés kérése →"
"interfejs","sistem","sistem.kartica_clanovi","Članovi","Members","Участники","Članovi","Tagok"
"interfejs","sistem","sistem.kartica_transakcije","Ukupno razmena","Total exchanges","Всего обменов","Ukupno razmjena","Összes csere"
"interfejs","sistem","sistem.kartica_opticaj","Opticaj","Circulation","В обращении","Optjecaj","Forgalom"
"interfejs","sistem","sistem.kartica_verif_opis","ukupno {ukupno} · {neverif} neverif.","{ukupno} total · {neverif} unconfirmed","всего {ukupno} · не подтверждено {neverif}","ukupno {ukupno} · {neverif} neverif.","összesen {ukupno} · {neverif} nem ellenőrzött"
"interfejs","sistem","sistem.kartica_tx_opis","poslednjih {count} u pregledu","last {count} in view","последние {count} в обзоре","posljednjih {count} u pregledu","utolsó {count} a nézetben"
"interfejs","sistem","sistem.zero_sum_ok","zero-sum","zero-sum","нулевая сумма","zero-sum","zero-sum"
"interfejs","sistem","sistem.zero_sum_greska","greška u zbiru","sum error","ошибка в сумме","greška u zbroju","összeg hiba"
"interfejs","sistem","sistem.rast_opticaja","Napredak do Faze 2","Circulation growth","Продвижение к Этапу 2","Napredak do Faze 2","Forgalom növekedése"
"interfejs","sistem","sistem.rast_opticaja_cilj","Prag: {cilj} POEN","Goal: {cilj} POEN","Порог: {cilj} ПОЕН","Prag: {cilj} POEN","Cél: {cilj} POEN"
"interfejs","sistem","sistem.rast_opticaja_trenutno","Evidentirano:","Current:","Учтено:","Evidentirano:","Jelenlegi:"
"interfejs","sistem","sistem.emisija_14_dana","Evidencija doprinosa poslednjih 14 dana","Contributions — last 14 days","Учёт вклада за последние 14 дней","Evidencija doprinosa posljednjih 14 dana","Hozzájárulások — utolsó 14 nap"
"interfejs","sistem","sistem.emisija_limit_danas","Limit danas: {limit} POEN","Today's limit: {limit} POEN","Лимит на сегодня: {limit} ПОЕН","Limit danas: {limit} POEN","Mai limit: {limit} POEN"
"interfejs","sistem","sistem.emisija_danas","Evidentirano danas:","Recorded today:","Учтено сегодня:","Evidentirano danas:","Ma rögzítve:"
"interfejs","sistem","sistem.filter_sve","Sve","All","Все","Sve","Összes"
"interfejs","sistem","sistem.filter_protokol","Protokol","Protocol","Протокол","Protokol","Protokoll"
"interfejs","sistem","sistem.filter_clanovi","Između članova","Between members","Между участниками","Između članova","Tagok között"
"interfejs","sistem","sistem.transakcija_count","{count} zapisa","{count} records","записей: {count}","{count} zapisa","{count} tranzakció"
"interfejs","sistem","sistem.posalje","Pošiljalac","Sender","Отправитель","Pošiljatelj","Feladó"
"interfejs","sistem","sistem.primalac","Primalac","Recipient","Получатель","Primatelj","Fogadó"
"interfejs","sistem","sistem.clanovi_pregled_blokiran","Pregled svih članova dostupan je redovnim članovima.","Member list is available to full members.","Просмотр всех участников доступен действительным участникам.","Pregled svih članova dostupan je redovnim članovima.","A tagok listája csak ellenőrzött tagok számára érhető el."
"interfejs","sistem","sistem.nema_rezultata","Nema rezultata.","No results.","Нет результатов.","Nema rezultata.","Nincs eredmény."
"interfejs","sistem","sistem.clan_count_1","član","member","участник","član","tag"
"interfejs","sistem","sistem.clan_count_vise","članova","members","участников","članova","tag"
"interfejs","sistem","sistem.pretrazi_pseudonim","Pretraži po pseudonimu...","Search by pseudonym...","Поиск по псевдониму...","Pretraži po pseudonimu...","Keresés álnév szerint..."
"interfejs","sistem","sistem.nema_tx","Nema zapisa.","No records.","Записей нет.","Nema zapisa.","Nincs tranzakció."
"interfejs","sistem","sistem.verifikuj_dugme_link","Zamoli za potvrdu →","Request confirmation →","Запросить подтверждение →","Zatraži potvrdu →","Ellenőrzés kérése →"
"interfejs","sistem","sistem.vreme","Vreme","Time","Время","Vrijeme","Idő"
"interfejs","sistem","sistem.iznos","Iznos","Amount","Сумма","Iznos","Összeg"
"interfejs","sistem","sistem.opis_stranice","Pregled celog KOLO sistema u brojkama: koliko nas ima, odakle smo, koliko se razmenjuje. Ovde pratiš zdravlje zajednice.","An overview of the entire KOLO system in numbers: how many of us there are, where we come from, and how much is exchanged. Track the community's health here.","Обзор всей системы КОЛО в цифрах: сколько нас, откуда мы, сколько обменивается. Здесь вы следите за здоровьем сообщества.","Pregled cijelog sustava KOLO u brojkama: koliko nas ima, odakle smo, koliko se razmjenjuje. Ovdje pratiš zdravlje zajednice.","A teljes KOLO rendszer áttekintése számokban: hányan vagyunk, honnan jövünk, és mennyi cserél gazdát. Itt követheted a közösség állapotát."
"interfejs","sistem","sistem.faza_sistema","Faza sistema","System phase","Этап системы","Faza sustava","A rendszer szakasza"
"interfejs","sistem","sistem.faza_sistema_opis","Kada zajednica evidentira 1.000.000 POEN doprinosa, sistem automatski prelazi u Fazu 2 i aktivira se Gornje Kolo (zajedničko odlučivanje) i upis ZRNA.","When the community records 1,000,000 POEN in contributions, the system automatically transitions to Phase 2, activating the Upper Circle (collective decision-making) and ZRNO enrollment.","Когда сообщество учтёт 1.000.000 ПОЕН вклада, система автоматически перейдёт на Этап 2, и будут запущены Верхнее Коло (совместное принятие решений) и запись ЗРНА.","Kada zajednica evidentira 1.000.000 POEN doprinosa, sustav automatski prelazi u Fazu 2 te se aktiviraju Gornje Kolo (zajedničko odlučivanje) i upis ZRNA.","Amikor a közösség 1 000 000 POEN hozzájárulást rögzít, a rendszer automatikusan a 2. szakaszba lép, aktiválva a Felső Kolót (közös döntéshozatal) és a ZRNO jegyzését."
"interfejs","sistem","sistem.faza_1","Faza 1","Phase 1","Этап 1","Faza 1","1. szakasz"
"interfejs","sistem","sistem.faza_2","Faza 2","Phase 2","Этап 2","Faza 2","2. szakasz"
"interfejs","sistem","sistem.gornje_kolo_aktivno","Gornje Kolo aktivno","Upper Circle active","Верхнее Коло активно","Gornje Kolo aktivno","A Felső Kolo aktív"
"interfejs","sistem","sistem.do_gornjeg_kola","{pct}% do Gornjeg Kola","{pct}% to Upper Circle","{pct}% до Верхнего Коло","{pct}% do Gornjeg Kola","{pct}% a Felső Kolóig"
